Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
1995,Jeff Kysar,Arizona State,OT,78.8,322,9.63,32.38,,5.38,22,23.5,98,4.77,,
1995,Ty Law,Michigan,CB,71.3,196,9.25,30.63,,,21,,,,,
1995,Kareem Leary,Utah,CB,70.8,169,7.5,30.5,,4.95,8,,113,4.3,,11.66
1995,Wesley Leasy,Mississippi State,ILB,74.3,234,10.88,33.88,,4.83,24,33.5,127,4.45,,12.06
1995,Scotty Lewis,Baylor,DE,74.8,273,9.88,34.75,,5.08,,,,4.47,,
1995,Tarrant Lynch,Alabama,FB,71,213,8.88,31.75,,4.96,,27.5,105,,,
1995,Darryl Major,Missouri,ILB,72.8,243,9.63,32.88,,4.93,20,39.5,117,4.35,,12
1995,Mike Mamula,Boston College,DE,76.6,248,10.25,33.13,,4.62,26,38,125,4.03,,
1995,Curtis Marsh,Utah,WR,73.4,212,10,31.88,,4.68,,32.5,120,4.41,,11.94
1995,Curtis Martin,Pittsburgh,RB,71.3,203,9.25,31.88,,,16,41.5,131,4.1,,11.72
1995,Kevin Mason,Syracuse,QB,75,205,10,33,,4.7,,31,113,4.09,,
1995,Chad May,Kansas State,QB,73.4,226,10.63,31.75,,,,,,,,
1995,Kevin Mays,Tennessee,OG,75.6,299,10,33.13,,5.25,25,31.5,100,4.41,,
1995,Casey Mcbeth,Toledo,RB,69.9,206,8.75,30.88,,4.69,18,35.5,117,4.41,,11.56
1995,Oscar Mcbride,Notre Dame,TE,77,266,10.25,34.25,,5.13,19,29.5,104,4.54,,12.65
1995,Kez Mccorvey,Florida State,WR,72,180,10.13,32.5,,,,,,,,
1995,Clyde Mccoy,Arizona State,WR,72,171,8.38,31.63,,4.67,,34.5,123,,,
1995,Ray Mcelroy,Eastern Illinois,SS,71.8,196,8.88,32,,4.64,16,33.5,118,4.23,,11.39
1995,James Mckeehan,Texas A&M,TE,75.3,245,9.75,31.38,,5.13,14,29,107,4.31,,12.63
1995,Steve Mclaughlin,Arizona,K,72.3,167,9.13,29.5,,,,,,,,
1995,Henry Mcmillian,Florida,DT,74.8,275,10.13,34.25,,5.07,17,32,109,4.5,,
1995,Steve Mcnair,Alcorn State (MS),QB,73.6,224,10.5,32.25,,,,,115,,,
1995,Patrick Mcneil,Florida State,OG,74.3,289,10.88,33.25,,5.23,,26,,,,
1995,Barron Miles,Nebraska,CB,68.4,175,9,30.5,,4.77,8,32.5,115,4.08,,11.34
1995,Bronzell Miller,Utah,DE,75.1,247,10.13,33.38,,4.92,,29,108,4.88,,
1995,Jeff Miller,Mississippi,OT,75,303,10,34.75,,5.61,18,28,94,4.99,,
1995,Mike Miller,Notre Dame,WR,66.6,159,9.25,28.88,,4.57,,32.5,113,4.19,,11.37
1995,Aaron Mills,Stanford,P,71.6,175,9,30.63,,,,,,,,
1995,Billy Milner,Houston,OT,77,293,10.75,34.13,,5.13,,28,99,4.72,,
1995,Pete Mitchell,Boston College,TE,73.5,243,10,31.25,,4.96,21,29,112,4.19,,11.53
1995,Mike Morton,North Carolina,OLB,75.8,231,9.88,30.75,,4.74,16,34.5,113,4.25,,11.99
1995,Brent Moss,Wisconsin,RB,68.5,211,9.63,31.75,,4.74,19,29,108,4.35,,11.92
1995,Roderick Mullen,Grambling State (LA),CB,73.6,199,9.38,31.63,,4.62,15,36,123,4.06,,11.22
1995,Craig Newsome,Arizona State,CB,71.5,185,8.63,31,,4.74,9,32,115,4.56,,12.05
1995,Herman O'Berry,Oregon,CB,69.4,184,9.13,30,,,15,,,,,
1995,Matt O'Dwyer,Northwestern,OT,76.4,298,10.5,32.63,,5.19,35,30.5,101,4.61,,
1995,Chris O'Neal,Northern Illinois,C,73.3,277,9.5,31.13,,,23,22.5,,,,
1995,Riddick Parker,North Carolina,DT,75,274,10.38,33.75,,5.13,20,30.5,,,,
1995,Bobby Phillips,Virginia Union,RB,68.9,195,9.63,30.88,,4.55,23,32.5,123,4,,11.05
1995,Dino Philyaw,Oregon,RB,70.5,192,9.25,29.5,,4.57,18,36.5,115,4.25,,11.68
1995,Evan Pilgrim,Brigham Young,OG,76.3,298,10.25,33.25,,5.31,24,27.5,103,4.78,,
1995,Lovell Pinkney,Texas,WR,76.4,248,9.88,33.38,,,,,,,,
1995,Joe Planansky,Chadron State (NE),TE,75.8,250,9.38,32.88,,5.1,8,31,116,4.28,,11.99
1995,Kris Pollack,Southern California,OG,77.1,299,9.88,31.38,,,27,,,,,
1995,Tyrone Poole,Fort Valley State (GA),CB,68.5,185,9.63,30.5,,4.53,18,35,123,3.9,,11.4
1995,Kyle Pooler,Missouri,K,71.5,202,9.25,29.75,,,,,,,,
1995,Darryl Pounds,Nicholls State (LA),FS,70,175,9.25,30.25,,4.51,10,34,116,4.21,,11.59
1995,Craig Powell,Ohio State,OLB,75.9,227,10.25,33.63,,,,,,,,
1995,Andre President,Angelo State (TX),TE,75.4,253,9.38,32.25,,4.95,18,28.5,103,4.45,,12.34
1995,Roell Preston,Mississippi,WR,69.6,187,9.5,30,,4.55,,31.5,115,,,
1995,Marcus Price,Louisiana State,OT,77,303,9.5,33.5,,5.54,21,25.5,94,4.87,,
1995,Bryan Proby,Arizona State,DT,76.5,279,10.38,33.5,,5.21,21,30,109,4.84,,
1995,Brian Pruitt,Central Michigan,RB,68.9,207,9.13,31.63,,,15,37,,,,
1995,Roge Purgason,North Carolina,OT,76.8,286,10.13,32.5,,5.54,18,26,98,5.06,,
1995,Cory Raymer,Wisconsin,C,74.9,293,9.88,31.25,,5.24,26,24.5,103,4.58,,
1995,David Rhodes,Central Florida,WR,72.9,203,9.63,31.5,,4.78,,30,118,4.52,,12.16
1995,C J Richardson,Miami (FL),SS,70.5,206,9.38,31.25,,4.75,,31.5,115,4.43,,
1995,Kenneth Riley,Florida A&M,CB,70.8,181,9.88,30.38,,4.88,11,29.5,113,4.41,,11.75
1995,Patrick Riley,Miami (FL),DE,76.9,277,10.38,34.25,,,,,,,,
1995,Michael Roan,Wisconsin,FB,75.4,259,10.63,32.38,,5.1,21,27.5,106,4.63,,12.77
1995,Barret Robbins,Texas Christian,OG,74.9,310,9.25,31.25,,5.4,,24.5,106,4.62,,
1995,James Roberson,Florida State,DE,75,242,9.88,33,,4.95,17,,,,,
1995,Brian Robinson,Auburn,FS,74.4,200,9.5,31.75,,4.92,13,,,,,
1995,Wardell Rouse,Clemson,OLB,73.8,231,9.25,31,,4.92,,34,119,4.75,,12.41
1995,J J Rowlett,Texas-El Paso,WR,74.9,211,9.88,33,,4.72,,28.5,109,4.28,,11.47
1995,Steve Russ,Air Force,ILB,76.6,237,9.5,32.75,,4.67,18,36.5,117,4.31,,11.65
1995,John Sacca,Eastern Kentucky,QB,74.4,206,10.13,32,,5.07,,27.5,107,4.38,,
1995,Rashaan Salaam,Colorado,RB,72.9,228,9,32.13,,,21,,,,,
1995,Chris Sanders,Ohio State,WR,72.3,184,8.75,32.88,,4.54,,38,121,4.09,,11.09
1995,Frank Sanders,Auburn,WR,73.8,202,9.38,32.38,,,,,,,,
1995,Warren Sapp,Miami (FL),DT,73,281,9.5,32.75,,,,,,,,
1995,Don Sasa,Washington State,DE,74.5,286,9.13,31.25,,5.3,19,29,98,4.84,,
1995,Todd Sauerbrun,West Virginia,P,69.8,206,9,29.38,,,,,,,,
1995,Bryan Schwartz,Augustana (SD),ILB,75.1,256,9.5,32,,4.84,21,33.5,116,4.28,,11.7
1995,Mike Scurlock,Arizona,CB,70.3,197,9.75,30.88,,4.59,18,35.5,117,4.15,,11.31
1995,Sam Shade,Alabama,SS,72.3,194,9.63,32.5,,4.7,15,33,,,,
1995,Terrance Shaw,Stephen F. Austin (TX),CB,71.1,188,9.75,31.88,,4.54,14,34.5,122,4.06,,11.28
1995,Chris Shelling,Auburn,SS,69.6,183,10,29.5,,4.64,12,,,,,
1995,Anthony Shelman,Louisville,RB,74.9,209,9.25,33.75,,4.72,17,35.5,127,4.55,,12.92
1995,Damon Simon,Missouri,DE,77.3,249,9.63,33,,,,,,,,
1995,David Sloan,New Mexico,TE,78,254,10.63,33.5,,4.91,20,31,115,4.29,,11.77
1995,J J Smith,Kansas State,RB,69.6,202,9.13,32,,,,33.5,,,,
1995,Willie Smith,Penn State,OLB,72.8,227,9.63,32.13,,4.82,21,30.5,111,4.45,,12.16
1995,Freddie Solomon,South Carolina State,WR,69.8,180,8.63,31,,4.69,,32.5,120,4.29,,11.38
1995,Brenden Stai,Nebraska,OG,76.3,305,9.13,31.38,,5.13,37,29.5,109,4.52,,
1995,Steve Stenstrom,Stanford,QB,73.9,199,9,31.5,,5.08,,28,100,4.03,,
1995,Darnell Stephens,Clemson,OLB,71.3,253,10,31.88,,4.98,18,31.5,107,4.68,,12.27
1995,James Stewart,Miami (FL),FB,74.1,245,10.38,32.63,,,,,,,,
1995,James Stewart,Tennessee,RB,73.4,222,8.88,32.75,,,26,38,123,4.09,,
1995,Kordell Stewart,Colorado,QB,73.5,212,9.5,31.5,,4.52,,36,125,4.13,,
1995,Robert Stinson,Kentucky,DT,76,284,9,31.5,,5.27,18,27.5,110,4.56,,
1995,J J Stokes,UCLA,WR,76.5,217,9.75,34.13,,,,,,,,
1995,Steve Strahan,Baylor,DT,73.1,283,10.13,34,,,20,,,,,
1995,Korey Stringer,Ohio State,OT,76.3,345,11.25,33.25,,,,,,,,
1995,William Strong,North Carolina State,CB,69.8,191,8.75,31.75,,4.54,14,32.5,124,4.28,,11.62
1995,Oscar Sturgis,North Carolina,DT,76.8,280,10.38,35.13,,5.14,17,31,115,,,
1995,Corey Swinson,Hampton (VA),DE,76.8,334,10.38,34.5,,5.63,23,25.5,91,,,
1995,Ben Talley,Tennessee,DE,75,240,10.38,33.38,,4.87,20,35.5,118,4.65,,
1995,Bobby Taylor,Notre Dame,CB,75,208,10,33,,,,,,,,
1995,Johnny Thomas,Arizona State,WR,70.9,173,9.13,30,,4.6,,33,115,,,
1995,Orlanda Thomas,Southwestern Louisiana,FS,73.6,209,9.13,31.88,,4.55,,33.5,123,4.25,,
1995,Rodney Thomas,Texas A&M,RB,70.3,213,9.13,31.88,,4.54,,33,116,,,
1995,Mike Thompson,Wisconsin,DT,75.1,276,9.88,31.5,,5.07,36,26.5,103,4.56,,
1995,Burt Thornton,Purdue,WR,73.4,202,9.38,33,,4.71,,32.5,119,4.28,,11.59
1995,Michael Tobias,Southern Mississippi,DT,73.1,282,9.88,32.13,,5.21,,25,102,,,
1995,Melvin Tuten,Syracuse,OT,78.6,305,9.75,35.5,,5.08,19,30.5,109,4.63,,
1995,Arnold Vaitai,Texas-El Paso,OT,73.6,287,10,33.63,,5.35,21,27,,,,
1995,Mike Verstegen,Wisconsin,OG,77.6,311,9.75,33.88,,,18,,,,,
1995,Gary Walker,Auburn,DT,73.8,286,11,33.13,,5.1,25,27,101,4.72,,
1995,Gerrick Walker,Missouri Southern,FS,72.1,196,9.13,32.5,,4.59,14,33.5,122,4.27,,11.71
1995,John Walsh,Brigham Young,QB,75,214,9.75,32.38,,,,,,,,
1995,Keith Washington,Nevada Las Vegas,DE,75.3,253,10.25,33.5,,4.96,14,31,113,4.28,,
1995,Kendall Watkins,Mississippi State,TE,73.4,305,10.13,32.13,,5.36,,25.5,98,4.82,,
1995,Tony Watkins,South Carolina,SS,70.3,205,8.63,30.5,,,,,,,,
1995,Derek West,Colorado,OT,79.6,298,10.25,33.63,,5.45,13,28.5,108,4.64,,
1995,Michael Westbrook,Colorado,WR,75.4,215,9.88,33.5,,4.51,,,124,4.09,,11.13
1995,Tyrone Wheatley,Michigan,RB,72,232,9.13,32.88,,4.53,,35.5,122,4.27,,11.88
1995,Zach Wiegert,Nebraska,OG,76.5,311,9.5,32,,,23,28.5,,,,
1995,Billy Williams,Tennessee,WR,71,175,9.5,30,,4.58,,,117,,,
1995,Brian Williams,Southern California,OLB,73.4,238,10,32.13,,4.79,17,33.5,118,4.3,,11.65
1995,Robert Williams,Valdosta State (GA),WR,75.5,237,9.5,31.63,,4.86,,27.5,113,,,
1995,Sherman Williams,Alabama,RB,67.8,196,9.88,31.25,,,15,,,,,
1995,Jamal Willis,Brigham Young,RB,74,218,10,33,,4.61,18,34,122,4.31,,11.9
1995,Jerry Wilson,Southern (LA),CB,70,180,9.5,31.13,,4.63,9,32.5,117,4.06,,11.32
1995,Dave Wohlabaugh,Syracuse,C,75.5,304,10.25,33,,5.19,31,27,108,4.63,,
1995,Manley Woods,New Mexico,WR,73.5,171,9.63,30.13,,4.65,,32.5,114,4.41,,11.75
1995,Claudius Wright,Arizona,CB,70.5,183,9,31,,4.59,10,39,129,4.19,,11.84
1995,Phil Yeboah-Kodie,Penn State,OLB,73.9,224,9.88,32.25,,4.71,18,33,116,4.56,,11.91
1995,Julius Young,Oregon State,RB,70,194,9.63,30.88,,4.58,,32.5,115,4.09,,11.31
1995,Rodney Young,Louisiana State,SS,73.6,209,10.25,32.13,,4.61,19,30.5,111,,,
1995,Rob Zatechka,Nebraska,OG,76.3,307,10.38,34,,5.22,36,29,112,4.59,,
1995,Eric Zeier,Georgia,QB,72.5,208,9.13,32.25,,,,,,,,
1995,Ray Zellars,Notre Dame,FB,71,236,9.88,30.75,,,,,,,,
1994,Anthony Abrams,Clemson,DE,75.8,298,9.75,33.88,,5.12,26,24.5,105,4.87,,
1994,Brice Abrams,Michigan State,FB,72.3,258,9.88,32,,5.07,20,26,98,,,
1994,Sam Adams,Texas A&M,DT,74.3,292,8.5,33.25,,,,29.5,103,4.57,,
1994,Trev Alberts,Nebraska,OLB,76,243,9.25,32.75,,,,,,,,
1994,Ethan Albright,North Carolina,OG,77,274,10.25,31.63,,5.23,18,26,106,4.78,,
1994,Allen Aldridge,Houston,ILB,73.3,245,10.25,31.75,,4.61,28,36.5,121,4.35,,12.5
1994,Brent Alexander,Tennessee State,FS,70.8,184,10.5,31.63,,4.59,9,35,118,4.18,,11.52
1994,Derrick Alexander,Michigan,WR,73.1,196,8.75,31.5,,4.5,,36,127,4.19,,11.44
1994,Ken Alexander,Florida State,OLB,74.6,254,11,33,,4.94,24,31.5,111,4.53,,12.62
1994,Larry Allen,Sonoma (CA),OG,74.8,325,9.75,34,,5.21,,25.5,103,5.11,,
1994,Joe Allison,Memphis,K,71.6,198,8.25,27.5,,,,,,,,
1994,Jamal Anderson,Utah,FB,70.5,246,9.38,30.63,,4.8,24,30.5,109,,,
1994,Tyler Anderson,Brigham Young,WR,72.1,175,8,31,,4.65,,27.5,112,4.37,,12.04
1994,Aaron Bailey,Louisville,WR,70,179,8.75,31.88,,4.76,,30.5,114,4.25,,11.53
1994,Jim Ballard,Mount Union (OH),QB,74.9,223,9.88,31,,5.08,,26.5,108,4.25,,
1994,Romeo Bandison,Oregon,DT,75.5,289,8.88,33.38,,5.08,17,28.5,105,4.38,,
1994,Bradford Banta,Southern California,TE,77.6,253,9.25,32.13,,4.97,14,30,107,4.53,,12.66
1994,Rudy Barber,Miami (FL),OG,74.6,286,8.5,32.75,,5.17,,28,106,4.77,,
1994,Mario Bates,Arizona State,RB,72.6,217,9.5,33.25,,4.43,15,36,128,4.12,,11.33
1994,Michael Batiste,Tulane (LA),OG,75,301,9.63,34,,5.32,23,29,107,4.69,,
1994,Charles Beauchamp,Indiana,OLB,73.4,225,9,33.88,,4.82,20,37.5,125,,,
1994,Aubrey Beavers,Oklahoma,OLB,74.6,233,9.5,34,,,,,,,,
1994,Terry Belden,Northern Arizona,P,70.3,194,9,30.75,,,,,,,,
1994,Myron Bell,Michigan State,SS,71,203,9.5,31,,,15,,,,,
1994,William Bell,Georgia Tech,RB,70.1,208,9.38,30.88,,4.59,17,31,120,4.2,,11.43
1994,Jay Bellamy,Rutgers,CB,70.4,186,8.75,31,,4.74,12,31,117,4.22,,11.53
1994,Lou Benfatti,Penn State,DT,75.5,277,8.75,32,,5.15,20,28.5,103,4.5,,
1994,Donnell Bennett,Miami (FL),FB,71.9,247,9.5,31.5,,,17,,,,,
1994,Pete Bercich,Notre Dame,ILB,73.4,240,9.13,31.5,,4.96,19,29,108,4.04,,11.79
1994,Mitch Berger,Colorado,P,74.8,231,8.5,31.63,,,,,,,,
1994,Elbert Betts,Illinois State,OG,74,301,9.5,32.25,,,,,,,,
1994,Harold Bishop,Louisiana State,TE,76.5,255,9.63,34,,4.96,18,33,113,4.59,,12.46
1994,Larry Blue,Iowa,OLB,73,237,8.63,31.25,,4.96,,31,106,4.38,,11.81
1994,Shane Bonham,Tennessee,DT,74.6,276,9.25,33.88,,4.95,23,29.5,108,4.21,,
1994,Jocelyn Borgella,Cincinnati,CB,69.8,180,8,31,,4.62,13,32,110,4.27,,11.47
1994,James Bostic,Auburn,RB,71.1,222,9.63,32,,4.62,20,34.5,118,4.31,,11.56
1994,Rickey Brady,Oklahoma,TE,76,246,10.38,34,,4.96,21,34,115,4.39,,12.18
1994,Rich Braham,West Virginia,OG,75.6,290,9.25,31,,5.33,21,26,104,4.78,,
1994,Chris Brantley,Rutgers,WR,69.9,177,10,31,,4.53,,32,120,4,,11.03
1994,Chad Bratzke,Eastern Kentucky,DE,76.3,260,9.88,33.75,,4.96,23,31,118,4.5,,
1994,Doug Brien,California,K,71.3,177,8,27.88,,,,,,,,
1994,Jeff Brohm,Louisville,QB,72.8,208,9.5,30,,,,34.5,113,4.23,,
1994,Bucky Brooks,North Carolina,CB,71.6,189,8.75,32.25,,4.57,,35.5,122,4.43,,11.87
1994,Ernie Brown,Syracuse,DT,74.1,283,8.5,33,,5.35,16,24,93,4.81,,
1994,Phil Brown,Texas,RB,70.3,210,9,31,,4.8,13,34,113,4.56,,12.19
1994,Isaac Bruce,Memphis,WR,71.5,173,8.75,33.13,,4.55,,36.5,121,4.15,,11.5
1994,Beno Bryant,Washington,RB,68.6,184,8.63,29.5,,4.55,19,33.5,118,4.15,,11.93
1994,Vaughn Bryant,Stanford,CB,69.1,187,9.5,29.75,,,,,,,,
1994,Brentson Buckner,Clemson,DT,74,300,9.63,33.5,,5.21,26,27,108,4.88,,
1994,Alfie Burch,Michigan,SS,72.1,196,9.25,31.13,,4.75,15,32.5,117,4.71,,11.85
1994,Joe Burch,Texas Southern,C,74,286,10.25,32.25,,5.17,21,27.5,104,4.66,,
1994,John Burke,Virginia Tech,TE,74.9,258,9.25,31.5,,5.17,23,26.5,105,4.59,,12.53
1994,Paul Burmeister,Iowa,QB,74.4,215,9,29.38,,5.1,,29.5,108,4.36,,
1994,Keith Burns,Oklahoma State,ILB,73.3,233,9.25,32.5,,4.88,13,30,113,4.65,,12.21
1994,Jeff Burris,Notre Dame,CB,71,194,9.63,31,,4.59,12,34,119,4.16,,11.7
1994,James Burton,Frenso State (CA),CB,68.6,185,8.5,29.5,,4.57,13,30.5,113,4.27,,11.75
1994,Butler Bynote,Ohio State,CB,69.6,190,8.88,31,,4.47,9,33.5,120,4.06,,10.88
1994,Darnell Campbell,Boston College,FB,73.9,238,9.88,34,,4.77,,28.5,106,,,
1994,Matthew Campbell,South Carolina,OT,76.5,257,10.5,32.63,,5.15,16,30.5,104,4.69,,12.46
1994,Brett Carolan,Washington State,TE,75.3,241,9.5,31.25,,,,,,,,
1994,Herman Carroll,Mississippi State,DE,75.9,267,9.13,33.5,,5.05,15,30,112,4.51,,
1994,Dwayne Carswell,Liberty (VA),TE,75.9,264,9.38,33,,5.16,17,26.5,102,4.5,,12.78
1994,Bernard Carter,East Carolina (NC),ILB,74.3,239,10.63,32.75,,4.79,22,33.5,118,4.13,,12
1994,Perry Carter,Southern Mississippi,CB,71.4,194,8.88,30.75,,4.44,11,32.5,119,4.17,,12.06
1994,Shante Carver,Arizona State,OLB,76.9,239,9.13,35.5,,5.05,,30,112,4.59,,
1994,Glen Cavanaugh,Stanford,C,76.9,291,9.13,32.5,,5.29,25,27.5,104,4.79,,
1994,Dwayne Chandler,Kansas,TE,74.4,244,9.38,32.88,,4.81,22,28.5,119,,,
1994,Lindsey Chapman,California,RB,68,197,9.25,30.25,,4.6,,38,120,4.43,,11.81
1994,Derrick Clark,Evangel (MO),FB,73.5,235,10.13,33.25,,4.83,13,33.5,116,4.62,,12.34
1994,Willie Clark,Notre Dame,CB,70.3,183,8,31.5,,4.44,,,113,4.35,,
1994,Robert Cobb,Louisiana-Monroe,QB,74.5,217,10.13,32.13,,,,26,104,4.76,,
1994,Andre Coleman,Kansas State,WR,68.8,165,8.63,30,,4.41,,,,,,
1994,Ervin Collier,Florida A&M,DT,74.8,287,8.88,32.88,,5.14,21,26,98,4.65,,
1994,Jeff Cothran,Ohio State,FB,72.6,249,9.5,33,,5.01,22,29,113,4.29,,
1994,Marvin Courtney,Mississippi,RB,71.4,207,9,32.25,,4.68,8,32,119,4.5,,11.56
1994,John Covington,Notre Dame,SS,72.9,198,8.63,31.5,,4.55,14,35.5,124,4.25,,11.5
1994,Joel Crisman,Southern California,OG,75.9,295,8.88,33.13,,5.73,16,23,96,5.04,,
1994,Sean Crocker,North Carolina,CB,69.8,191,9.13,32,,4.59,,33.5,122,4.14,,11.35
1994,Carlester Crumpler,East Carolina (NC),TE,77.5,253,10.13,34.5,,,,,,,,
1994,Richard Cruz,Portland State (OR),OLB,74.8,245,8.75,32.5,,5.04,14,27,103,4.5,,12.21
1994,Chris Dausin,Texas A&M,C,77.3,279,10,32.5,,5.46,13,27,96,4.57,,
1994,Dwayne Davis,Colorado,SS,72.6,203,9.63,32.38,,4.67,,32,115,4.43,,12.37
1994,Isaac Davis,Arkansas,OG,74.4,325,9.5,32.5,,5.28,23,26,104,4.66,,
1994,Michael Davis,Cincinnati,SS,72.5,188,9.63,30,,4.54,16,35,122,4.06,,11.19
1994,Mitch Davis,Georgia,ILB,73.3,238,9.63,32.88,,4.81,15,27,103,4.44,,12.09
1994,Lake Dawson,Notre Dame,WR,72.3,203,9.5,33,,4.73,,34,118,4.12,,11.22
1994,Jed Devries,Utah State,OT,77.5,292,8.88,31.5,,5.28,30,29,107,4.89,,
1994,Troy Dickey,Arizona,WR,74.3,217,10,33.5,,,,,,,,
1994,Trent Dilfer,Frenso State (CA),QB,75.3,228,9.63,32.25,,,,,,,,
1994,Corey Dixon,Nebraska,WR,67.3,157,8.63,28,,4.51,,32,109,4.2,,11.22
1994,Ernest Dixon,South Carolina,OLB,73.1,257,8.63,32,,4.86,20,29,99,4.53,,12.28
1994,Johnny Dixon,Mississippi,SS,71.4,204,8.5,31,,4.79,,32,112,4.43,,11.82
1994,Mark Dixon,Virginia,OG,75.3,289,9.63,33,,5.57,23,25.5,92,4.79,,
1994,Todd Dixon,Wake Forest,WR,70,175,9,30.38,,4.53,,33,117,4.53,,11.65
1994,Clint Dolezel,East Texas Baptist,QB,76.4,189,8.5,31.88,,5.01,,26.5,112,4.38,,
1994,Dewayne Dotson,Mississippi,ILB,72.6,245,9.5,31.88,,,,,,,,
1994,Donald Douglas,Houston,FS,73.6,201,9.13,32,,4.78,9,30.5,118,4.15,,11.59
1994,Gary Downs,North Carolina State,RB,71.9,212,9.38,31.25,,4.61,,33,116,4.28,,11.53
1994,Eric Drage,Brigham Young,WR,71.3,188,8.25,29.5,,4.65,,30,110,4.21,,11.35
1994,Tyronne Drakeford,Virginia Tech,CB,69.6,185,9,30.88,,4.59,18,33.5,115,,,
1994,Josh Dunning,Washington State,OG,74.6,302,9.88,31.88,,5.26,37,29.5,106,4.87,,
1994,Marcus Durgin,Samford (AL),CB,71.4,191,9.38,32,,4.66,,33.5,120,,,
1994,Ronald Edwards,North Carolina A&T,OT,77,311,9.88,35.5,,5.53,17,25,102,4.98,,
1994,Dan Eichloff,Kansas,K,72.3,223,9,30.38,,,,,,,,
1994,Keith Elias,Princeton,RB,69,191,9,28.75,,4.62,15,33.5,122,4.2,,11.16
1994,Bert Emanuel,Rice (TX),WR,70.4,171,8.25,30.63,,4.59,,37,117,3.98,,10.85
1994,Mike Empey,Brigham Young,OG,77.6,308,9.63,33,,5.52,29,25.5,102,5.03,,
1994,Eric England,Texas A&M,DE,74.3,283,9.38,33,,,19,,,,,
1994,Willie English,Central Florida,FB,71.3,231,10.13,31.5,,4.84,17,27.5,108,4.54,,12.71
1994,D'Marco Farr,Washington,DT,73,271,9.63,33.38,,5.16,,26,102,4.28,,
1994,Marshall Faulk,San Diego State,RB,70.1,206,9.13,31.75,,,,,,,,
1994,Craig Faulkner,Tennessee,WR,70.6,182,9.13,30.75,,4.8,,30.5,109,4.16,,11.5
1994,Taase Faumui,Hawaii,DE,75.5,271,9.13,32.25,,4.98,,31.5,112,4.37,,
1994,Jay Fiedler,Dartmouth (NH),QB,73.4,215,9.5,30.5,,4.81,,33.5,116,4.46,,
1994,Jim Flanigan,Notre Dame,DT,74,281,9.38,32,,4.9,28,30.5,109,4.25,,
1994,Cory Fleming,Tennessee,WR,73.1,207,8.13,32.5,,,,,,,,
1994,William Floyd,Florida State,FB,73,242,9.88,31.75,,4.73,22,30.5,119,,,
1994,Glenn Foley,Boston College,QB,72.8,212,9.38,30.75,,,,,,,,
1994,James Folston,Louisiana-Monroe,OLB,74.8,235,10.13,34,,4.62,25,34.5,115,4.34,,11.47
1994,Henry Ford,Arkansas,DE,74.9,284,8.63,33.88,,4.88,,34.5,116,4.5,,
1994,Carlos Fowler,Wisconsin,DT,74,271,9,32.25,,5.09,,27,105,4.43,,
1994,Dion Foxx,James Madison (VA),OLB,74.8,249,9.25,33,,4.92,20,32,114,4.6,,12.21
1994,Rob Fredrickson,Michigan State,OLB,75.5,242,10,32,,4.69,,35,118,3.93,,11.6
1994,Gus Frerotte,Tulsa (OK),QB,75,221,9.5,30.88,,5.04,,26,102,4.79,,
1994,Matt Frier,Florida State,WR,70.5,194,8.25,30,,,,,,,,
1994,Randy Fuller,Tennessee State,CB,69.8,173,8.5,30.5,,4.6,,34,118,4.14,,11.22
1994,Kevin Gaines,Louisville,CB,72.1,187,9.25,31,,4.74,9,33.5,125,4.23,,11.21
1994,William Gaines,Florida,DE,76,300,10.38,35.75,,5.12,15,29,,4.87,,
1994,Tom Gallagher,Washington,OT,77.1,308,9.63,34.13,,5.2,30,,,,,
1994,Wayne Gandy,Auburn,OT,76.4,289,9.75,34.5,,,,,,,,
1994,Eric Gant,Grambling State (LA),FB,72,254,9.25,32.5,,5.1,,24,105,,,
1994,Charlie Garner,Tennessee,RB,69.1,182,9.75,31.5,,,,,,,,
1994,Jason Gildon,Oklahoma State,OLB,75.3,235,9.5,33.5,,4.9,18,36,116,4.4,,
1994,Aaron Glenn,Texas A&M,CB,68.5,184,8.88,30,,,9,,,,,
1994,Marvin Goodwin,UCLA,SS,72.5,199,9.63,32,,,,,,,,
1994,Marvin Graves,Syracuse,QB,72.8,201,9.63,31.88,,5.14,,27.5,105,4.54,,
1994,Tracy Greene,Grambling State (LA),TE,76.6,275,10,34.5,,5.18,13,22.5,105,4.87,,12.78
1994,James Gregory,Alabama,DT,75,302,9.38,34.5,,5.26,,,,,,
1994,Ross Hales,Indiana,TE,77.8,257,10,33,,4.95,8,28.5,117,4.5,,11.91
1994,Lemanski Hall,Alabama,OLB,72.1,229,9.13,31.5,,,,,,,,
1994,Shelly Hammonds,Penn State,CB,69.9,187,8.5,30.75,,4.69,9,32,119,4.5,,12.08
1994,Jim Hanna,Louisville,DE,75.5,279,9.5,32.63,,,28,,,,,
1994,Bernardo Harris,North Carolina,OLB,74.1,238,9.25,32.25,,4.78,18,32.5,113,4.38,,11.68
1994,Raymont Harris,Ohio State,RB,72,225,9.25,32,,4.61,22,37,116,4.4,,11.59
1994,Steve Hawkins,Western Michigan,FS,77.4,207,9.63,34.13,,4.46,13,36,123,4.25,,11.68
